# Recording Date (IST): 2025-11-07 16:59:34
Timestamp_ms,EMG
3311251,2240
3311252,2239
3311253,2238
3311254,2239
3311255,2239
3311256,2238
3311257,2239
3311258,2240
3311259,2238
3311260,2235
3311261,2235
3311262,2235
3311263,2232
3311264,2234
3311265,2234
3311266,2235
3311267,2235
3311268,2233
3311269,2232
3311270,2233
3311271,2233
3311272,2232
3311273,2235
3311274,2235
3311275,2233
3311276,2222
3311277,2221
3311278,2223
3311279,2221
3311280,2231
3311281,2232
3311282,2232
3311283,2223
3311284,2221
3311285,2222
3311286,2223
3311287,2230
3311288,2222
3311289,2221
3311290,2223
3311291,2219
3311292,2219
3311293,2222
3311294,2222
3311295,2222
3311296,2222
3311297,2223
3311298,2223
3311299,2223
3311300,2232
3311301,2232
3311302,2231
3311303,2223
3311304,2223
3311305,2231
3311306,2231
3311307,2222
3311308,2232
3311309,2232
3311310,2231
3311311,2230
3311312,2231
3311313,2231
3311314,2224
3311315,2232
3311316,2232
3311317,2232
3311318,2232
3311319,2233
3311320,2233
3311321,2233
3311322,2233
3311323,2233
3311324,2232
3311325,2235
3311326,2234
3311327,2233
3311328,2235
3311329,2235
3311330,2236
3311331,2235
3311332,2236
3311333,2237
3311334,2237
3311335,2239
3311336,2239
3311337,2248
3311338,2248
3311339,2249
3311340,2249
3311341,2250
3311342,2250
3311343,2247
3311344,2240
3311345,2239
3311346,2240
3311347,2239
3311348,2237
3311349,2248
3311350,2248
3311351,2239
3311352,2240
3311353,2248
3311354,2249
3311355,2250
3311356,2252
3311357,2256
3311358,2251
3311359,2249
3311360,2247
3311361,2238
3311362,2236
3311363,2238
3311364,2239
3311365,2248
3311366,2251
3311367,2251
3311368,2249
3311369,2249
3311370,2249
3311371,2248
3311372,2250
3311373,2252
3311374,2252
3311375,2252
3311376,2253
3311377,2253
3311378,2254
3311379,2253
3311380,2254
3311381,2253
3311382,2254
3311383,2255
3311384,2254
3311385,2262
3311386,2263
3311387,2264
3311388,2264
3311389,2262
3311390,2255
3311391,2264
3311392,2262
3311393,2256
3311394,2264
3311395,2264
3311396,2264
3311397,2265
3311398,2264
3311399,2264
3311400,2264
3311401,2255
3311402,2262
3311403,2262
3311404,2254
3311405,2253
3311406,2254
3311407,2254
3311408,2254
3311409,2254
3311410,2253
3311411,2254
3311412,2262
3311413,2263
3311414,2264
3311415,2264
3311416,2263
3311417,2256
3311418,2255
3311419,2263
3311420,2255
3311421,2254
3311422,2252
3311423,2254
3311424,2252
3311425,2252
3311426,2254
3311427,2263
3311428,2263
3311429,2265
3311430,2264
3311431,2255
3311432,2254
3311433,2254
3311434,2253
3311435,2254
3311436,2256
3311437,2255
3311438,2264
3311439,2263
3311440,2255
3311441,2255
3311442,2253
3311443,2252
3311444,2253
3311445,2253
3311446,2253
3311447,2252
3311448,2253
3311449,2253
3311450,2254
3311451,2263
3311452,2263
3311453,2264
3311454,2263
3311455,2262
3311456,2253
3311457,2253
3311458,2253
3311459,2253
3311460,2251
3311461,2252
3311462,2254
3311463,2254
3311464,2256
3311465,2264
3311466,2254
3311467,2254
3311468,2253
3311469,2253
3311470,2252
3311471,2251
3311472,2251
3311473,2250
3311474,2251
3311475,2251
3311476,2252
3311477,2252
3311478,2251
3311479,2251
3311480,2248
3311481,2250
3311482,2250
3311483,2250
3311484,2250
3311485,2251
3311486,2253
3311487,2250
3311488,2250
3311489,2249
3311490,2248
3311491,2248
3311492,2248
3311493,2249
3311494,2247
3311495,2247
3311496,2249
3311497,2250
3311498,2248
3311499,2239
3311500,2248
3311501,2250
3311502,2239
3311503,2239
3311504,2239
3311505,2249
3311506,2248
3311507,2249
3311508,2250
3311509,2250
3311510,2250
3311511,2249
3311512,2251
3311513,2249
3311514,2249
3311515,2249
3311516,2250
3311517,2250
3311518,2250
3311519,2250
3311520,2249
3311521,2249
3311522,2249
3311523,2251
3311524,2250
3311525,2249
3311526,2249
3311527,2249
3311528,2250
3311529,2252
3311530,2255
3311531,2255
3311532,2262
3311533,2254
3311534,2252
3311535,2250
3311536,2249
3311537,2250
3311538,2252
3311539,2250
3311540,2249
3311541,2249
3311542,2249
3311543,2248
3311544,2248
3311545,2247
3311546,2247
3311547,2247
3311548,2238
3311549,2250
3311550,2252
3311551,2250
3311552,2248
3311553,2247
3311554,2248
3311555,2236
3311556,2236
3311557,2237
3311558,2233
3311559,2232
3311560,2238
3311561,2239
3311562,2249
3311563,2248
3311564,2248
3311565,2248
3311566,2248
3311567,2237
3311568,2238
3311569,2237
3311570,2237
3311571,2237
3311572,2237
3311573,2236
3311574,2235
3311575,2236
3311576,2248
3311577,2248
3311578,2236
3311579,2234
3311580,2233
3311581,2234
3311582,2235
3311583,2237
3311584,2238
3311585,2235
3311586,2237
3311587,2237
3311588,2237
3311589,2247
3311590,2238
3311591,2248
3311592,2247
3311593,2239
3311594,2248
3311595,2238
3311596,2238
3311597,2239
3311598,2238
3311599,2250
3311600,2249
3311601,2248
3311602,2238
3311603,2239
3311604,2239
3311605,2248
3311606,2248
3311607,2250
3311608,2252
3311609,2253
3311610,2251
3311611,2251
3311612,2252
3311613,2253
3311614,2253
3311615,2253
3311616,2255
3311617,2255
3311618,2256
3311619,2264
3311620,2263
3311621,2264
3311622,2264
3311623,2264
3311624,2256
3311625,2265
3311626,2266
3311627,2266
3311628,2269
3311629,2269
3311630,2278
3311631,2280
3311632,2280
3311633,2279
3311634,2281
3311635,2280
3311636,2280
3311637,2280
3311638,2280
3311639,2281
3311640,2280
3311641,2281
3311642,2280
3311643,2280
3311644,2280
3311645,2283
3311646,2284
3311647,2283
3311648,2283
3311649,2284
3311650,2283
3311651,2282
3311652,2281
3311653,2281
3311654,2281
3311655,2282
3311656,2283
3311657,2280
3311658,2283
3311659,2285
3311660,2284
3311661,2282
3311662,2283
3311663,2283
3311664,2282
3311665,2284
3311666,2285
3311667,2283
3311668,2280
3311669,2271
3311670,2270
3311671,2268
3311672,2268
3311673,2271
3311674,2270
3311675,2271
3311676,2271
3311677,2271
3311678,2269
3311679,2269
3311680,2268
3311681,2270
3311682,2270
3311683,2271
3311684,2279
3311685,2279
3311686,2269
3311687,2280
3311688,2279
3311689,2280
3311690,2272
3311691,2280
3311692,2280
3311693,2272
3311694,2270
3311695,2278
3311696,2284
3311697,2286
3311698,2286
3311699,2285
3311700,2280
3311701,2272
3311702,2267
3311703,2268
3311704,2270
3311705,2271
3311706,2270
3311707,2272
3311708,2271
3311709,2280
3311710,2281
3311711,2285
3311712,2287
3311713,2284
3311714,2285
3311715,2283
3311716,2279
3311717,2270
3311718,2268
3311719,2269
3311720,2270
3311721,2280
3311722,2281
3311723,2281
3311724,2280
3311725,2281
3311726,2281
3311727,2282
3311728,2279
3311729,2279
3311730,2280
3311731,2281
3311732,2280
3311733,2281
3311734,2281
3311735,2281
3311736,2282
3311737,2282
3311738,2281
3311739,2280
3311740,2283
3311741,2282
3311742,2282
3311743,2282
3311744,2281
3311745,2284
3311746,2285
3311747,2285
3311748,2283
3311749,2283
3311750,2286
3311751,2286
3311752,2285
3311753,2283
3311754,2284
3311755,2283
3311756,2285
3311757,2283
3311758,2285
3311759,2285
3311760,2285
3311761,2285
3311762,2286
3311763,2288
3311764,2296
3311765,2295
3311766,2295
3311767,2297
3311768,2296
3311769,2295
3311770,2294
3311771,2286
3311772,2294
3311773,2295
3311774,2298
3311775,2297
3311776,2298
3311777,2301
3311778,2301
3311779,2302
3311780,2312
3311781,2300
3311782,2294
3311783,2285
3311784,2287
3311785,2287
3311786,2297
3311787,2298
3311788,2296
3311789,2295
3311790,2297
3311791,2296
3311792,2288
3311793,2286
3311794,2287
3311795,2286
3311796,2285
3311797,2285
3311798,2284
3311799,2287
3311800,2287
3311801,2286
3311802,2285
3311803,2284
3311804,2285
3311805,2285
3311806,2284
3311807,2282
3311808,2284
3311809,2283
3311810,2284
3311811,2284
3311812,2284
3311813,2285
3311814,2284
3311815,2284
3311816,2283
3311817,2283
3311818,2285
3311819,2285
3311820,2286
3311821,2282
3311822,2281
3311823,2282
3311824,2279
3311825,2281
3311826,2281
3311827,2282
3311828,2282
3311829,2283
3311830,2284
3311831,2286
3311832,2286
3311833,2287
3311834,2283
3311835,2282
3311836,2282
3311837,2280
3311838,2281
3311839,2282
3311840,2282
3311841,2283
3311842,2285
3311843,2285
3311844,2286
3311845,2286
3311846,2285
3311847,2295
3311848,2295
3311849,2286
3311850,2285
3311851,2283
3311852,2285
3311853,2286
3311854,2286
3311855,2286
3311856,2283
3311857,2283
3311858,2284
3311859,2286
3311860,2283
3311861,2283
3311862,2286
3311863,2286
3311864,2287
3311865,2298
3311866,2299
3311867,2300
3311868,2298
3311869,2297
3311870,2296
3311871,2284
3311872,2283
3311873,2283
3311874,2283
3311875,2281
3311876,2280
3311877,2282
3311878,2284
3311879,2286
3311880,2288
3311881,2295
3311882,2295
3311883,2286
3311884,2285
3311885,2286
3311886,2294
3311887,2301
3311888,2299
3311889,2288
3311890,2286
3311891,2285
3311892,2286
3311893,2295
3311894,2295
3311895,2296
3311896,2295
3311897,2295
3311898,2295
3311899,2296
3311900,2297
3311901,2297
3311902,2297
3311903,2296
3311904,2295
3311905,2296
3311906,2295
3311907,2287
3311908,2285
3311909,2297
3311910,2296
3311911,2296
3311912,2295
3311913,2296
3311914,2287
3311915,2283
3311916,2285
3311917,2296
3311918,2297
3311919,2285
3311920,2286
3311921,2300
3311922,2301
3311923,2296
3311924,2297
3311925,2297
3311926,2297
3311927,2298
3311928,2298
3311929,2298
3311930,2300
3311931,2300
3311932,2301
3311933,2299
3311934,2295
3311935,2285
3311936,2284
3311937,2287
3311938,2285
3311939,2284
3311940,2286
3311941,2286
3311942,2287
3311943,2284
3311944,2284
3311945,2284
3311946,2284
3311947,2286
3311948,2285
3311949,2295
3311950,2282
3311951,2269
3311952,2267
3311953,2280
3311954,2286
3311955,2297
3311956,2294
3311957,2295
3311958,2288
3311959,2285
3311960,2282
3311961,2281
3311962,2279
3311963,2283
3311964,2285
3311965,2285
3311966,2282
3311967,2284
3311968,2286
3311969,2285
3311970,2283
3311971,2278
3311972,2271
3311973,2280
3311974,2282
3311975,2279
3311976,2284
3311977,2294
3311978,2295
3311979,2287
3311980,2296
3311981,2296
3311982,2288
3311983,2286
3311984,2295
3311985,2295
3311986,2286
3311987,2285
3311988,2283
3311989,2281
3311990,2280
3311991,2281
3311992,2282
3311993,2285
3311994,2285
3311995,2282
3311996,2281
3311997,2284
3311998,2280
3311999,2282
3312000,2286
3312001,2282
3312002,2267
3312003,2265
3312004,2280
3312005,2282
3312006,2283
3312007,2296
3312008,2302
3312009,2303
3312010,2302
3312011,2297
3312012,2287
3312013,2286
3312014,2295
3312015,2296
3312016,2294
3312017,2285
3312018,2295
3312019,2296
3312020,2295
3312021,2297
3312022,2296
3312023,2286
3312024,2296
3312025,2296
3312026,2296
3312027,2285
3312028,2283
3312029,2281
3312030,2280
3312031,2269
3312032,2272
3312033,2280
3312034,2284
3312035,2298
3312036,2296
3312037,2287
3312038,2286
3312039,2298
3312040,2300
3312041,2303
3312042,2298
3312043,2296
3312044,2287
3312045,2294
3312046,2296
3312047,2297
3312048,2295
3312049,2296
3312050,2287
3312051,2286
3312052,2297
3312053,2296
3312054,2296
3312055,2287
3312056,2286
3312057,2284
3312058,2285
3312059,2284
3312060,2284
3312061,2282
3312062,2281
3312063,2281
3312064,2284
3312065,2296
3312066,2287
3312067,2296
3312068,2295
3312069,2285
3312070,2283
3312071,2296
3312072,2299
3312073,2300
3312074,2300
3312075,2300
3312076,2297
3312077,2294
3312078,2284
3312079,2280
3312080,2271
3312081,2282
3312082,2287
3312083,2282
3312084,2281
3312085,2278
3312086,2279
3312087,2282
3312088,2286
3312089,2286
3312090,2284
3312091,2286
3312092,2295
3312093,2299
3312094,2296
3312095,2297
3312096,2297
3312097,2287
3312098,2295
3312099,2300
3312100,2297
3312101,2283
3312102,2286
3312103,2297
3312104,2299
3312105,2299
3312106,2299
3312107,2296
3312108,2286
3312109,2286
3312110,2287
3312111,2296
3312112,2303
3312113,2304
3312114,2311
3312115,2304
3312116,2300
3312117,2297
3312118,2285
3312119,2280
3312120,2283
3312121,2285
3312122,2297
3312123,2285
3312124,2296
3312125,2300
3312126,2312
3312127,2317
3312128,2314
3312129,2301
3312130,2301
3312131,2312
3312132,2301
3312133,2312
3312134,2317
3312135,2316
3312136,2314
3312137,2313
3312138,2312
3312139,2300
3312140,2300
3312141,2312
3312142,2311
3312143,2314
3312144,2316
3312145,2314
3312146,2314
3312147,2318
3312148,2315
3312149,2314
3312150,2318
3312151,2330
3312152,2345
3312153,2329
3312154,2313
3312155,2310
3312156,2315
3312157,2315
3312158,2316
3312159,2316
3312160,2315
3312161,2318
3312162,2318
3312163,2329
3312164,2318
3312165,2316
3312166,2317
3312167,2327
3312168,2328
3312169,2328
3312170,2319
3312171,2316
3312172,2328
3312173,2327
3312174,2316
3312175,2318
3312176,2328
3312177,2330
3312178,2331
3312179,2332
3312180,2332
3312181,2332
3312182,2331
3312183,2329
3312184,2332
3312185,2334
3312186,2335
3312187,2331
3312188,2331
3312189,2331
3312190,2343
3312191,2333
3312192,2334
3312193,2343
3312194,2342
3312195,2335
3312196,2334
3312197,2333
3312198,2332
3312199,2346
3312200,2348
3312201,2346
3312202,2350
3312203,2348
3312204,2347
3312205,2351
3312206,2364
3312207,2377
3312208,2365
3312209,2360
3312210,2335
3312211,2329
3312212,2329
3312213,2333
3312214,2333
3312215,2344
3312216,2344
3312217,2332
3312218,2330
3312219,2318
3312220,2313
3312221,2314
3312222,2317
3312223,2332
3312224,2336
3312225,2332
3312226,2327
3312227,2328
3312228,2318
3312229,2314
3312230,2319
3312231,2332
3312232,2333
3312233,2334
3312234,2330
3312235,2335
3312236,2351
3312237,2361
3312238,2347
3312239,2343
3312240,2335
3312241,2332
3312242,2316
3312243,2316
3312244,2346
3312245,2351
3312246,2361
3312247,2351
3312248,2334
3312249,2332
3312250,2334
3312251,2343
3312252,2343
3312253,2344
3312254,2344
3312255,2344
3312256,2348
3312257,2347
3312258,2343
3312259,2333
3312260,2346
3312261,2346
3312262,2344
3312263,2345
3312264,2350
3312265,2351
3312266,2360
3312267,2360
3312268,2359
3312269,2359
3312270,2360
3312271,2360
3312272,2349
3312273,2335
3312274,2319
3312275,2314
3312276,2341
3312277,2361
3312278,2376
3312279,2377
3312280,2376
3312281,2364
3312282,2363
3312283,2363
3312284,2366
3312285,2366
3312286,2367
3312287,2365
3312288,2350
3312289,2344
3312290,2335
3312291,2346
3312292,2359
3312293,2360
3312294,2348
3312295,2347
3312296,2362
3312297,2379
3312298,2381
3312299,2391
3312300,2376
3312301,2362
3312302,2360
3312303,2360
3312304,2377
3312305,2382
3312306,2381
3312307,2376
3312308,2360
3312309,2333
3312310,2312
3312311,2320
3312312,2346
3312313,2375
3312314,2382
3312315,2391
3312316,2395
3312317,2392
3312318,2376
3312319,2349
3312320,2335
3312321,2343
3312322,2347
3312323,2381
3312324,2398
3312325,2393
3312326,2392
3312327,2379
3312328,2377
3312329,2378
3312330,2376
3312331,2366
3312332,2364
3312333,2365
3312334,2364
3312335,2364
3312336,2364
3312337,2365
3312338,2358
3312339,2346
3312340,2345
3312341,2361
3312342,2367
3312343,2362
3312344,2333
3312345,2328
3312346,2329
3312347,2330
3312348,2327
3312349,2334
3312350,2364
3312351,2365
3312352,2359
3312353,2343
3312354,2330
3312355,2345
3312356,2349
3312357,2359
3312358,2363
3312359,2376
3312360,2379
3312361,2367
3312362,2361
3312363,2359
3312364,2350
3312365,2345
3312366,2345
3312367,2345
3312368,2344
3312369,2344
3312370,2334
3312371,2344
3312372,2334
3312373,2332
3312374,2334
3312375,2334
3312376,2330
3312377,2330
3312378,2333
3312379,2332
3312380,2332
3312381,2332
3312382,2332
3312383,2332
3312384,2332
3312385,2331
3312386,2334
3312387,2331
3312388,2333
3312389,2332
3312390,2327
3312391,2317
3312392,2319
3312393,2329
3312394,2333
3312395,2331
3312396,2314
3312397,2312
3312398,2303
3312399,2311
3312400,2312
3312401,2312
3312402,2312
3312403,2311
3312404,2314
3312405,2314
3312406,2312
3312407,2314
3312408,2328
3312409,2316
3312410,2299
3312411,2298
3312412,2298
3312413,2296
3312414,2296
3312415,2295
3312416,2295
3312417,2295
3312418,2295
3312419,2284
3312420,2286
3312421,2298
3312422,2299
3312423,2297
3312424,2286
3312425,2295
3312426,2287
3312427,2285
3312428,2285
3312429,2287
3312430,2285
3312431,2287
3312432,2295
3312433,2287
3312434,2285
3312435,2286
3312436,2285
3312437,2284
3312438,2282
3312439,2271
3312440,2270
3312441,2280
3312442,2280
3312443,2271
3312444,2268
3312445,2268
3312446,2265
3312447,2268
3312448,2269
3312449,2269
3312450,2265
3312451,2268
3312452,2284
3312453,2280
3312454,2281
3312455,2287
3312456,2286
3312457,2287
3312458,2284
3312459,2282
3312460,2280
3312461,2280
3312462,2279
3312463,2279
3312464,2268
3312465,2267
3312466,2266
3312467,2266
3312468,2264
3312469,2265
3312470,2262
3312471,2254
3312472,2255
3312473,2264
3312474,2254
3312475,2252
3312476,2251
3312477,2251
3312478,2250
3312479,2248
3312480,2239
3312481,2247
3312482,2239
3312483,2246
3312484,2238
3312485,2237
3312486,2236
3312487,2238
3312488,2237
3312489,2238
3312490,2234
3312491,2234
3312492,2238
3312493,2247
3312494,2248
3312495,2234
3312496,2221
3312497,2220
3312498,2217
3312499,2218
3312500,2218
3312501,2220
3312502,2232
3312503,2223
3312504,2219
3312505,2218
3312506,2220
3312507,2220
3312508,2222
3312509,2223
3312510,2218
3312511,2215
3312512,2215
3312513,2216
3312514,2219
3312515,2221
3312516,2218
3312517,2218
3312518,2218
3312519,2218
3312520,2221
3312521,2221
3312522,2221
3312523,2222
3312524,2219
3312525,2216
3312526,2217
3312527,2218
3312528,2216
3312529,2215
3312530,2205
3312531,2204
3312532,2202
3312533,2199
3312534,2192
3312535,2199
3312536,2203
3312537,2207
3312538,2207
3312539,2203
3312540,2201
3312541,2203
3312542,2204
3312543,2200
3312544,2201
3312545,2199
3312546,2191
3312547,2191
3312548,2199
3312549,2205
3312550,2206
3312551,2206
3312552,2203
3312553,2200
3312554,2186
3312555,2186
3312556,2189
3312557,2188
3312558,2183
3312559,2175
3312560,2175
3312561,2187
3312562,2198
3312563,2202
3312564,2199
3312565,2184
3312566,2184
3312567,2186
3312568,2188
3312569,2188
3312570,2190
3312571,2189
3312572,2189
3312573,2186
3312574,2185
3312575,2185
3312576,2187
3312577,2189
3312578,2186
3312579,2176
3312580,2184
3312581,2186
3312582,2189
3312583,2191
3312584,2188
3312585,2187
3312586,2186
3312587,2184
3312588,2185
3312589,2185
3312590,2184
3312591,2184
3312592,2184
3312593,2186
3312594,2186
3312595,2187
3312596,2186
3312597,2188
3312598,2188
3312599,2183
3312600,2173
3312601,2184
3312602,2186
3312603,2190
3312604,2171
3312605,2157
3312606,2172
3312607,2168
3312608,2168
3312609,2168
3312610,2171
3312611,2173
3312612,2172
3312613,2169
3312614,2168
3312615,2168
3312616,2170
3312617,2169
3312618,2167
3312619,2158
3312620,2167
3312621,2158
3312622,2158
3312623,2156
3312624,2154
3312625,2155
3312626,2155
3312627,2152
3312628,2151
3312629,2154
3312630,2155
3312631,2156
3312632,2154
3312633,2153
3312634,2142
3312635,2141
3312636,2142
3312637,2141
3312638,2138
3312639,2135
3312640,2124
3312641,2110
3312642,2107
3312643,2120
3312644,2122
3312645,2137
3312646,2139
3312647,2137
3312648,2136
3312649,2126
3312650,2125
3312651,2121
3312652,2121
3312653,2122
3312654,2122
3312655,2122
3312656,2121
3312657,2121
3312658,2120
3312659,2112
3312660,2110
3312661,2109
3312662,2109
3312663,2111
3312664,2110
3312665,2109
3312666,2110
3312667,2117
3312668,2110
3312669,2109
3312670,2119
3312671,2109
3312672,2109
3312673,2109
3312674,2108
3312675,2107
3312676,2110
3312677,2111
3312678,2112
3312679,2120
3312680,2121
3312681,2121
3312682,2121
3312683,2122
3312684,2123
3312685,2121
3312686,2120
3312687,2119
3312688,2109
3312689,2107
3312690,2110
3312691,2110
3312692,2109
3312693,2108
3312694,2107
3312695,2106
3312696,2108
3312697,2108
3312698,2109
3312699,2110
3312700,2110
3312701,2107
3312702,2108
3312703,2107
3312704,2105
3312705,2104
3312706,2104
3312707,2104
3312708,2105
3312709,2104
3312710,2105
3312711,2107
3312712,2107
3312713,2108
3312714,2107
3312715,2110
3312716,2107
3312717,2107
3312718,2106
3312719,2107
3312720,2105
3312721,2104
3312722,2106
3312723,2105
3312724,2106
3312725,2104
3312726,2103
3312727,2103
3312728,2104
3312729,2104
3312730,2105
3312731,2105
3312732,2104
3312733,2104
3312734,2103
3312735,2102
3312736,2103
3312737,2095
3312738,2093
3312739,2095
3312740,2095
3312741,2093
3312742,2092
3312743,2093
3312744,2094
3312745,2092
3312746,2094
3312747,2093
3312748,2092
3312749,2091
3312750,2091
3312751,2091
3312752,2090
3312753,2090
3312754,2091
3312755,2091
3312756,2091
3312757,2090
3312758,2091
3312759,2090
3312760,2089
3312761,2088
3312762,2088
3312763,2087
3312764,2078
3312765,2078
3312766,2078
3312767,2078
3312768,2076
3312769,2077
3312770,2077
3312771,2076
3312772,2074
3312773,2073
3312774,2072
3312775,2074
3312776,2074
3312777,2075
3312778,2074
3312779,2064
3312780,2064
3312781,2072
3312782,2064
3312783,2063
3312784,2064
3312785,2064
3312786,2063
3312787,2062
3312788,2064
3312789,2064
3312790,2064
3312791,2064
3312792,2064
3312793,2064
3312794,2064
3312795,2064
3312796,2064
3312797,2064
3312798,2073
3312799,2074
3312800,2077
3312801,2078
3312802,2080
3312803,2088
3312804,2089
3312805,2091
3312806,2092
3312807,2093
3312808,2092
3312809,2092
3312810,2092
3312811,2090
3312812,2091
3312813,2091
3312814,2091
3312815,2088
3312816,2088
3312817,2087
3312818,2087
3312819,2089
3312820,2090
3312821,2092
3312822,2093
3312823,2094
3312824,2104
3312825,2106
3312826,2109
3312827,2110
3312828,2110
3312829,2111
3312830,2110
3312831,2119
3312832,2119
3312833,2111
3312834,2120
3312835,2122
3312836,2123
3312837,2123
3312838,2123
3312839,2136
3312840,2141
3312841,2157
3312842,2175
3312843,2187
3312844,2186
3312845,2183
3312846,2156
3312847,2137
3312848,2124
3312849,2121
3312850,2110
3312851,2105
3312852,2107
3312853,2119
3312854,2126
3312855,2140
3312856,2151
3312857,2156
3312858,2157
3312859,2155
3312860,2154
3312861,2152
3312862,2142
3312863,2138
3312864,2136
3312865,2126
3312866,2123
3312867,2122
3312868,2125
3312869,2136
3312870,2140
3312871,2142
3312872,2151
3312873,2152
3312874,2154
3312875,2156
3312876,2157
3312877,2158
3312878,2167
3312879,2169
3312880,2173
3312881,2184
3312882,2185
3312883,2183
3312884,2183
3312885,2172
3312886,2172
3312887,2168
3312888,2168
3312889,2169
3312890,2174
3312891,2188
3312892,2207
3312893,2233
3312894,2252
3312895,2264
3312896,2263
3312897,2248
3312898,2217
3312899,2188
3312900,2170
3312901,2159
3312902,2151
3312903,2141
3312904,2138
3312905,2126
3312906,2124
3312907,2126
3312908,2141
3312909,2158
3312910,2188
3312911,2233
3312912,2265
3312913,2281
3312914,2284
3312915,2280
3312916,2254
3312917,2233
3312918,2220
3312919,2204
3312920,2198
3312921,2187
3312922,2187
3312923,2188
3312924,2184
3312925,2186
3312926,2187
3312927,2191
3312928,2200
3312929,2206
3312930,2217
3312931,2231
3312932,2239
3312933,2252
3312934,2264
3312935,2264
3312936,2253
3312937,2239
3312938,2223
3312939,2221
3312940,2218
3312941,2207
3312942,2199
3312943,2188
3312944,2184
3312945,2183
3312946,2185
3312947,2185
3312948,2185
3312949,2184
3312950,2187
3312951,2202
3312952,2207
3312953,2216
3312954,2217
3312955,2217
3312956,2218
3312957,2222
3312958,2232
3312959,2232
3312960,2231
3312961,2233
3312962,2232
3312963,2221
3312964,2219
3312965,2219
3312966,2223
3312967,2233
3312968,2232
3312969,2223
3312970,2231
3312971,2235
3312972,2248
3312973,2255
3312974,2254
3312975,2264
3312976,2264
3312977,2248
3312978,2220
3312979,2203
3312980,2202
3312981,2216
3312982,2237
3312983,2264
3312984,2279
3312985,2284
3312986,2262
3312987,2221
3312988,2202
3312989,2206
3312990,2216
3312991,2219
3312992,2238
3312993,2250
3312994,2255
3312995,2268
3312996,2267
3312997,2250
3312998,2236
3312999,2231
3313000,2231
3313001,2222
3313002,2222
3313003,2221
3313004,2221
3313005,2222
3313006,2232
3313007,2233
3313008,2235
3313009,2237
3313010,2236
3313011,2246
3313012,2250
3313013,2253
3313014,2255
3313015,2264
3313016,2267
3313017,2267
3313018,2266
3313019,2265
3313020,2264
3313021,2264
3313022,2256
3313023,2263
3313024,2264
3313025,2264
3313026,2264
3313027,2264
3313028,2264
3313029,2264
3313030,2263
3313031,2263
3313032,2253
3313033,2254
3313034,2252
3313035,2253
3313036,2254
3313037,2254
3313038,2254
3313039,2255
3313040,2263
3313041,2265
3313042,2266
3313043,2268
3313044,2268
3313045,2269
3313046,2280
3313047,2280
3313048,2281
3313049,2282
